Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019 total sale of Goods,02-2019 total sale of Goods,03-2019 total sale of Goods,04-2019 total sale of Goods,05-2019 total sale of Goods,Existence on Shop,3 months avrage sale,Stock Status,profit,Profit status,Final Status,Non Moving Action,Reordering
734835,6950000000000,SUGENT-ZN01    ,BASEUS SMART CAR MOUNT CELL PHONE HOLDER BLACK                                                                ,BASEUS                        ,1,49.5,99,0.0,4.0,1.0,1.0,0.0,0.0,0 month,0.33,Non moving,16.005,Less profitable,Non moving - Less profitable,-,-
734836,6950000000000,WXZN-01        ,BASEUS CAR WIRELESS CHARGER SMART VEHICLE BRACKET                                                             ,BASEUS                        ,1,69.5,149,6.0,6.0,4.0,14.0,6.0,15.0,Min 3 months,11.67,Fast moving,799.395,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734837,6950000000000,ACHDCJ-01      ,BASEUS HOLDER RED-DOT MOBILE GAME SCORING TOOL BLACK                                                          ,BASEUS                        ,1,24.5,49,39.0,82.0,36.0,40.0,32.0,33.0,Min 3 months,35.0,Fast moving,822.5,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734838,6950000000000,ACHDCJ-02      ,BASEUS HOLDER RED-DOT MOBILE GAME SCORING TOOL TRANSPARENT                                                    ,BASEUS                        ,1,24.5,49,34.0,67.0,37.0,33.0,37.0,36.0,Min 3 months,35.33,Fast moving,830.255,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734839,6950000000000,WXHSD-D01      ,BASEUS WIRELESS CHARGER POWER BANK 10000MAH BLACK                                                             ,BASEUS                        ,1,129.5,269,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734840,6950000000000,WXHSD-D02      ,BASEUS WIRELESS CHARGER POWER BANK 10000MAH WHITE                                                             ,BASEUS                        ,1,129.5,269,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734841,6950000000000,SUBR-A01       ,BASEUS BEAR MAGNETIC CAR BRACKET BLACK                                                                        ,BASEUS                        ,1,29.5,59,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734843,6950000000000,SUBR-A08       ,BASEUS BEAR MAGNETIC CAR BRACKET BROWN                                                                        ,BASEUS                        ,1,29.5,59,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734845,6950000000000,SUBR-A09       ,BASEUS BEAR MAGNETIC CAR BRACKET RED                                                                          ,BASEUS                        ,1,29.5,59,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734848,6950000000000,SUBR-ASG       ,BASEUS BEAR MAGNETIC CAR BRACKET SILVER GRAY                                                                  ,BASEUS                        ,1,29.5,59,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734864,6950000000000,ACBZ-AP09      ,BASEUS AP PENCIL SILICONE CHARGING STAND FOR APPLE PENCIL RED                                                 ,BASEUS                        ,1,19.5,39,3.0,0.0,0.0,1.0,1.0,0.0,Min 3 months,0.67,Non moving,12.395000000000001,Less profitable,Non moving - Less profitable,Buying Price,-
734865,6950000000000,ACBZ-AP01      ,BASEUS AP PENCIL SILICONE CHARGING STAND FOR APPLE PENCIL BLACK                                               ,BASEUS                        ,1,19.5,39,3.0,1.0,0.0,1.0,0.0,1.0,Min 3 months,0.67,Non moving,12.395000000000001,Less profitable,Non moving - Less profitable,Buying Price,-
734866,6950000000000,ACBZ-AP0G      ,BASEUS AP PENCIL SILICONE CHARGING STAND FOR APPLE PENCIL GREY                                                ,BASEUS                        ,1,19.5,39,0.0,1.0,1.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734867,6950000000000,NGW02-01       ,BASEUS ENCOK W02 TWS TRULY WIRELESS HEADSET BLACK                                                             ,BASEUS                        ,1,104.5,219,8.0,10.0,4.0,11.0,5.0,7.0,Min 3 months,7.67,Slow moving,793.845,Most profitable,Slow moving - Most profitable,-,-
734868,6950000000000,NGW02-02       ,BASEUS ENCOK W02 TWS TRULY WIRELESS HEADSET WHITE                                                             ,BASEUS                        ,1,104.5,219,7.0,3.0,4.0,4.0,4.0,1.0,Min 3 months,3.0,Slow moving,310.5,Profitable,Slow moving - Profitable,-,-
734869,6950000000000,NGS16-09       ,BASEUS ENCOK NECK HUNG BLUETOOTH EARPHONES S16 RED                                                            ,BASEUS                        ,1,99.5,209,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734870,6950000000000,NGS16-06       ,BASEUS ENCOK NECK HUNG BLUETOOTH EARPHONES S16 GREEN                                                          ,BASEUS                        ,1,99.5,209,1.0,0.0,0.0,0.0,0.0,0.0,Min 3 months,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734871,6950000000000,WXJS-A1        ,BASEUS METAL WIRELESS CHARGER TARNISH/BLACK                                                                   ,BASEUS                        ,1,59.5,119,0.0,0.0,1.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734872,6950000000000,WXJS-S2        ,BASEUS METAL WIRELESS CHARGER SILVER/WHITE                                                                    ,BASEUS                        ,1,59.5,119,0.0,1.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734873,6950000000000,WXBV-01        ,BASEUS BV WIRELESS CHARGER BLACK                                                                              ,BASEUS                        ,1,34.5,69,0.0,2.0,1.0,3.0,0.0,0.0,0 month,1.0,Slow moving,33.5,Less profitable,Slow moving - Less profitable,-,-
734874,6950000000000,WXBV-02        ,BASEUS BV WIRELESS CHARGER WHITE                                                                              ,BASEUS                        ,1,34.5,69,0.0,0.0,0.0,3.0,0.0,0.0,0 month,1.0,Slow moving,33.5,Less profitable,Slow moving - Less profitable,-,-
734875,6950000000000,WXBV-03        ,BASEUS BV WIRELESS CHARGER BLUE                                                                               ,BASEUS                        ,1,44.5,99,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
734876,6950000000000,CCALL-JK01     ,BASEUS SIMPLE WIRELESS CHARGER BLACK                                                                          ,BASEUS                        ,1,49.5,99,0.0,1.0,1.0,3.0,0.0,0.0,0 month,1.0,Slow moving,48.5,Profitable,Slow moving - Profitable,-,-
734877,6950000000000,CCALL-JK02     ,BASEUS SIMPLE WIRELESS CHARGER WHITE                                                                          ,BASEUS                        ,1,49.5,99,1.0,3.0,0.0,1.0,0.0,0.0,Min 3 months,0.33,Non moving,16.005,Less profitable,Non moving - Less profitable,Buying Price,-
734878,6950000000000,CCALL-AJK01    ,BASEUS SIMPLE WIRELESS CHARGER TRANSPARENT                                                                    ,BASEUS                        ,1,54.5,119,0.0,1.0,2.0,2.0,0.0,0.0,0 month,0.67,Non moving,35.845,Less profitable,Non moving - Less profitable,-,-
734879,6950000000000,WXXHJ-B01      ,BASEUS DUAL WIRELESS CHARGER BLACK +WALL CHARGER & CABLE                                                      ,BASEUS                        ,1,94.5,199,0.0,5.0,1.0,3.0,0.0,0.0,0 month,1.0,Slow moving,93.5,Profitable,Slow moving - Profitable,-,-
734880,6950000000000,WXXHJ-B0S      ,BASEUS DUAL WIRELESS CHARGER SILVER +WALL CHARGER & CABLE                                                     ,BASEUS                        ,1,94.5,199,25.0,0.0,0.0,4.0,8.0,7.0,1 month,6.33,Slow moving,591.855,Most profitable,Slow moving - Most profitable,-,-
734881,6950000000000,WX2IN1-02      ,BASEUS SMART 2 IN 1 WIRELESS CHARGER WHITE                                                                    ,BASEUS                        ,1,84.5,179,12.0,19.0,4.0,14.0,29.0,23.0,Min 3 months,22.0,Fast moving,1837.0,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734882,6950000000000,PPALL-AKU01    ,BASEUS MINI CU DIGITAL DISPLAY POWER BANK 10000MAH BLACK                                                      ,BASEUS                        ,1,64.5,139,5.0,4.0,3.0,10.0,8.0,6.0,Min 3 months,8.0,Fast moving,508.0,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734883,6950000000000,PPALL-AKU02    ,BASEUS MINI CU DIGITAL DISPLAY POWER BANK 10000MAH WHITE                                                      ,BASEUS                        ,1,64.5,139,6.0,1.0,0.0,2.0,3.0,7.0,Min 3 months,4.0,Slow moving,254.0,Profitable,Slow moving - Profitable,-,-
734884,6950000000000,PPALL-EX01     ,BASEUS DUAL OUTPUT WIRELESS CHARGE POWER BANK 8000MAH BLACK                                                   ,BASEUS                        ,1,69.5,149,0.0,4.0,3.0,4.0,9.0,0.0,0 month,4.33,Slow moving,296.605,Profitable,Slow moving - Profitable,-,-
